trained_episodes,epsilon,mean,std,min,max,p25,p50,p75,success_rate,mean_steps
0,0.9,-99.8999999999986,0.0,-99.8999999999986,-99.8999999999986,-99.8999999999986,-99.8999999999986,-99.8999999999986,0.0,999.0
100,0.9,-49.80000000000043,0.7238784428341646,-51.700000000000465,-48.300000000000416,-50.300000000000445,-49.700000000000436,-49.22500000000043,0.0,999.0
200,0.9,-40.204000000000306,0.3399764697740173,-40.80000000000031,-39.60000000000029,-40.47500000000031,-40.3000000000003,-39.9000000000003,0.0,999.0
300,0.9,91.89800000000001,0.92336125108215,90.60000000000002,94.30000000000001,91.30000000000001,91.50000000000001,92.20000000000002,1.0,167.36
400,0.9,23.41200000000003,49.94693440042141,-18.799999999999997,92.80000000000001,-14.349999999999966,-12.199999999999973,88.37500000000003,0.36,719.18
500,0.9,86.71200000000003,1.2953208096838367,84.00000000000004,89.70000000000003,85.92500000000004,86.80000000000004,87.60000000000004,1.0,460.08
600,0.9,60.156000000000084,55.4411802183176,-90.19999999999915,93.80000000000001,76.44999999999995,80.5,83.07500000000003,0.88,403.22
700,0.9,90.04000000000003,0.3458323293158099,89.10000000000002,90.60000000000002,89.90000000000002,90.10000000000002,90.27500000000002,1.0,315.68
800,0.9,-11.017999999999978,1.7596238234349915,-14.199999999999966,-8.699999999999985,-12.77499999999997,-10.799999999999978,-9.299999999999983,0.0,999.0
900,0.9,68.42599999999993,32.993792203989,-45.70000000000038,87.20000000000003,73.37499999999989,76.64999999999993,81.60000000000001,0.92,620.88
1000,0.9,-31.106000000000176,4.41712168725295,-33.0000000000002,-9.299999999999983,-32.50000000000019,-32.000000000000185,-31.500000000000178,0.0,999.0
1100,0.9,66.144,41.291355802395266,-0.2,92.80000000000001,0.0,91.70000000000002,92.30000000000001,0.72,416.64
1200,0.9,75.552,35.400831854633026,0.0,93.10000000000001,91.40000000000002,91.95000000000002,92.47500000000002,0.82,360.02
1300,0.9,87.85000000000002,2.3347162568500655,81.60000000000001,91.00000000000001,85.87500000000004,88.30000000000003,89.27500000000002,1.0,255.7
1400,0.9,90.86200000000002,0.5451201702377179,89.90000000000002,92.20000000000002,90.60000000000002,90.85000000000002,91.00000000000001,1.0,253.68
1500,0.9,-39.8120000000003,9.58959102360482,-44.20000000000036,-8.799999999999985,-43.47500000000035,-43.00000000000034,-42.70000000000034,0.0,999.0
1600,0.9,-18.436000000000043,8.654842806198177,-23.700000000000067,0.0,-22.875000000000057,-22.200000000000045,-21.70000000000004,0.0,999.0
1700,0.9,89.18600000000002,1.0158759766821894,87.20000000000003,91.00000000000001,88.40000000000002,89.25000000000003,89.77500000000002,1.0,345.04
1800,0.9,-22.70800000000005,0.606906912137282,-23.90000000000007,-21.500000000000036,-23.10000000000006,-22.900000000000055,-22.300000000000047,0.0,999.0
1900,0.9,90.40400000000004,0.567788693089249,89.40000000000003,92.50000000000001,90.02500000000003,90.30000000000003,90.60000000000002,1.0,257.42
2000,0.9,86.43000000000002,2.8507016680108905,76.19999999999993,90.80000000000003,86.00000000000004,86.50000000000004,87.67500000000004,1.0,365.52
2100,0.9,90.48600000000002,1.0620753268954102,87.50000000000003,92.00000000000001,90.00000000000003,90.55000000000003,91.10000000000002,1.0,157.38
2200,0.9,74.76600000000002,35.03330192830816,0.0,92.10000000000001,90.50000000000001,91.15000000000002,91.50000000000001,0.82,388.88
2300,0.9,-15.170000000000153,39.07319413613389,-41.40000000000032,94.4,-40.400000000000304,-39.60000000000029,-9.099999999999984,0.1,911.54
2400,0.9,-33.765999999999515,77.42333914266375,-99.39999999999863,92.30000000000001,-98.1749999999987,-45.45000000000037,55.92499999999995,0.26,795.2
2500,0.9,51.09199999999993,60.887903035003724,-41.100000000000314,94.0,-36.47500000000025,92.10000000000002,93.17500000000001,0.68,540.52
2600,0.9,-30.144000000000162,0.7738630369774855,-31.500000000000178,-28.90000000000014,-30.650000000000166,-30.15000000000016,-29.60000000000015,0.0,999.0
2700,0.9,44.246000000000116,62.72652775341522,-90.29999999999914,94.30000000000001,0.0,81.60000000000001,84.67500000000004,0.68,526.58
2800,0.9,-46.664000000000385,6.895440812595041,-52.10000000000047,-29.000000000000142,-51.40000000000046,-51.20000000000046,-39.60000000000029,0.0,999.0
2900,0.9,-23.086000000000062,3.5268688662892154,-26.500000000000107,-9.299999999999983,-24.375000000000078,-23.550000000000065,-23.10000000000006,0.0,999.0
3000,0.9,86.81200000000001,3.283451842192917,71.29999999999987,92.70000000000002,85.80000000000004,86.25000000000003,87.35000000000004,1.0,425.16
3100,0.9,90.01800000000003,2.969490865451512,80.69999999999999,92.60000000000001,87.70000000000003,91.40000000000002,92.30000000000001,1.0,227.08
3200,0.9,92.68600000000002,0.7188908122934926,90.90000000000002,94.30000000000001,92.10000000000002,92.65000000000002,93.10000000000001,1.0,188.58
3300,0.9,87.14400000000002,16.87047314096439,-30.30000000000016,93.80000000000001,88.40000000000003,90.00000000000003,90.70000000000002,0.98,251.58
3400,0.9,81.93600000000002,31.16175065685495,-12.99999999999997,95.1,91.80000000000001,92.30000000000001,92.50000000000001,0.9,269.98
3500,0.9,74.138,34.738047671105534,0.0,91.30000000000003,89.80000000000003,90.10000000000002,90.75000000000003,0.82,346.04
3600,0.9,-49.84000000000044,8.007296672410847,-56.30000000000053,-26.400000000000105,-53.200000000000486,-52.80000000000048,-52.02500000000047,0.0,999.0
3700,0.9,38.012000000000015,43.767292079816876,-2.400000000000001,90.00000000000003,-0.4,0.0,87.35000000000004,0.44,717.48
3800,0.9,87.98400000000001,2.7930170067509423,81.70000000000002,91.70000000000002,87.37500000000003,88.35000000000002,90.07500000000002,1.0,254.52
3900,0.9,85.168,3.72861582896389,76.29999999999993,90.90000000000002,82.15000000000002,85.15000000000003,88.05000000000003,1.0,394.46
4000,0.9,79.35800000000003,30.31672205235916,-12.99999999999997,92.60000000000001,88.60000000000002,88.90000000000003,89.77500000000002,0.9,310.02
4100,0.9,91.03200000000002,1.2167892175722088,88.90000000000002,92.80000000000001,90.12500000000003,90.55000000000003,92.375,1.0,224.04
4200,0.9,73.54400000000001,34.47558069126611,0.0,91.20000000000002,88.00000000000003,89.40000000000003,90.57500000000002,0.82,466.68
4300,0.9,85.69400000000002,19.470391983727502,-9.99999999999998,90.70000000000002,89.10000000000002,89.70000000000003,90.00000000000003,0.96,259.44
4400,0.9,72.21400000000003,33.86967381006201,0.0,90.10000000000002,85.47500000000005,88.50000000000003,89.07500000000002,0.82,423.46
4500,0.9,-34.576000000000306,30.399168146513574,-48.40000000000042,86.10000000000004,-47.500000000000405,-41.05000000000031,-37.20000000000026,0.06,957.46
4600,0.9,-27.650000000000173,12.99380236882192,-35.10000000000023,0.0,-34.50000000000022,-33.500000000000206,-32.000000000000185,0.0,999.0
4700,0.9,93.57799999999999,0.7234058335402036,92.00000000000001,94.30000000000001,93.15,93.9,94.07500000000002,1.0,157.64
4800,0.9,91.10600000000002,0.35744090420655394,90.30000000000003,92.20000000000002,90.82500000000002,91.10000000000002,91.30000000000003,1.0,178.96
4900,0.9,-35.47600000000023,0.8589668212451637,-37.80000000000027,-33.90000000000021,-36.25000000000024,-35.30000000000023,-34.900000000000226,0.0,999.0
5000,0.9,-2.723999999999362,94.71230661323733,-99.8999999999986,93.9,-97.97499999999872,0.35000000000042064,92.37500000000001,0.5,595.26
