trained_episodes,epsilon,mean,std,min,max,p25,p50,p75,success_rate,mean_steps
11000,0.9,92.484,0.3061764197321533,91.30000000000003,93.00000000000001,92.30000000000001,92.50000000000001,92.70000000000002,1.0,186.23
12000,0.9,92.86300000000001,0.5037171825538583,90.40000000000002,93.7,92.60000000000001,93.00000000000001,93.22500000000001,1.0,156.61
13000,0.9,90.80700000000003,0.6930014429999372,88.10000000000004,92.30000000000001,90.40000000000002,90.80000000000001,91.20000000000002,1.0,229.88
14000,0.9,94.08500000000002,0.2113646138784824,93.4,94.5,93.9,94.10000000000001,94.2,1.0,162.83
15000,0.9,93.727,0.3282849372115616,93.2,94.8,93.50000000000001,93.7,93.82500000000002,1.0,97.07
16000,0.9,93.57000000000002,0.6983552104767283,91.10000000000002,95.1,93.10000000000001,93.4,94.10000000000001,1.0,162.98
17000,0.9,94.13199999999999,0.6211086861411599,91.20000000000002,94.8,94.10000000000001,94.30000000000001,94.4,1.0,158.59
18000,0.9,93.81000000000002,0.40236799077461316,93.00000000000001,94.80000000000001,93.50000000000001,93.70000000000002,94.00000000000001,1.0,166.66
19000,0.9,93.59700000000001,0.5740130660533757,90.60000000000002,94.2,93.50000000000001,93.70000000000002,93.9,1.0,168.12
20000,0.9,83.807,3.3070910177979984,71.49999999999987,88.50000000000003,83.20000000000005,84.15000000000005,86.12500000000003,1.0,542.02
