trained_episodes,epsilon,mean,std,min,max,p25,p50,p75,success_rate,mean_steps
11000,0.11077878109876127,93.77600000000002,0.2093418257300722,93.5,94.5,93.60000000000001,93.75,93.9,1.0,161.56
12000,0.1,88.97500000000004,2.6495424133234744,80.1,92.9,88.07500000000002,89.35000000000002,91.10000000000002,1.0,239.45
13000,0.1,93.501,0.2640056817570405,93.00000000000001,94.2,93.30000000000001,93.5,93.7,1.0,148.52
14000,0.1,93.29100000000003,0.6143443659707428,92.60000000000001,95.0,92.9,93.10000000000001,93.4,1.0,95.92
15000,0.1,93.071,0.4563540292360717,91.10000000000002,94.0,92.9,93.10000000000001,93.2,1.0,147.09
16000,0.1,93.76,0.5433231082882446,91.70000000000002,94.60000000000001,93.5,93.7,94.2,1.0,90.9
17000,0.1,91.75599999999999,1.1964380468707898,89.70000000000002,94.5,91.07500000000002,91.55000000000001,91.9,1.0,117.6
18000,0.1,94.5,0.3852272056851616,93.7,95.3,94.2,94.4,94.725,1.0,88.53
19000,0.1,36.957000000000065,81.07755577840261,-80.09999999999972,95.0,-77.89999999999985,93.4,94.5,0.67,405.45
20000,0.1,94.06000000000002,0.29359836511806325,93.5,94.9,93.80000000000001,94.10000000000001,94.22500000000001,1.0,145.28
