trained_episodes,epsilon,mean,std,min,max,p25,p50,p75,success_rate,mean_steps
11000,0.11077878109876127,90.05700000000003,19.063977837796465,-99.19999999999864,93.80000000000001,91.05000000000003,92.30000000000001,92.80000000000001,0.99,159.26
12000,0.1,93.53300000000002,0.3228172857825293,92.80000000000001,94.4,93.4,93.60000000000001,93.7,1.0,93.05
13000,0.1,91.32500000000002,0.46008151451671836,90.90000000000002,94.0,91.00000000000001,91.30000000000001,91.40000000000002,1.0,168.74
14000,0.1,93.10000000000002,0.22759613353481917,92.60000000000001,93.60000000000001,92.9,93.10000000000001,93.2,1.0,151.7
15000,0.1,91.16199999999999,1.4057581584326615,84.20000000000005,93.9,90.50000000000001,91.05000000000003,91.90000000000002,1.0,133.38
16000,0.1,92.54400000000001,0.466759038477027,91.70000000000002,94.0,92.20000000000002,92.50000000000001,92.80000000000001,1.0,156.31
17000,0.1,84.68700000000001,26.814420206299452,-1.9000000000000006,94.60000000000001,91.15000000000002,94.0,94.10000000000001,0.91,242.42
18000,0.1,91.57600000000001,1.8042239328863747,87.80000000000003,94.4,90.00000000000001,91.60000000000002,92.80000000000001,1.0,141.37
19000,0.1,93.72599999999998,0.3756647441536128,92.50000000000001,94.30000000000001,93.575,93.80000000000001,94.0,1.0,157.16
20000,0.1,94.008,0.3230108357315571,93.20000000000002,94.7,93.9,93.9,94.2,1.0,91.86
