trained_episodes,epsilon,mean,std,min,max,p25,p50,p75,success_rate,mean_steps
11000,0.9,93.61000000000001,0.47423622805517396,92.50000000000001,94.7,93.30000000000001,93.50000000000001,93.9,1.0,101.39
12000,0.9,93.36300000000003,0.5673896368457911,91.40000000000002,94.50000000000001,93.00000000000001,93.20000000000002,93.80000000000001,1.0,98.23
13000,0.9,92.016,10.640786813013404,-13.599999999999968,94.10000000000001,92.67500000000001,93.20000000000002,93.625,0.99,192.62
14000,0.9,93.932,0.25802325476592153,93.30000000000001,94.50000000000001,93.80000000000001,93.9,94.10000000000001,1.0,90.47
15000,0.9,92.98400000000001,0.3807151165898172,91.40000000000002,93.60000000000001,92.87500000000001,93.10000000000001,93.20000000000002,1.0,157.87
16000,0.9,93.89200000000001,0.2744740424885378,93.4,94.50000000000001,93.70000000000002,93.9,94.10000000000001,1.0,165.16
17000,0.9,-26.737000000000172,20.42348479079906,-34.60000000000022,77.59999999999997,-31.400000000000176,-30.750000000000167,-30.275000000000162,0.04,988.91
18000,0.9,93.539,0.4577979903844034,92.50000000000001,94.30000000000001,93.2,93.60000000000001,93.9,1.0,193.29
19000,0.9,77.59700000000001,33.872550701120815,0.0,93.30000000000001,91.90000000000002,92.40000000000002,92.72500000000002,0.84,304.17
20000,0.9,67.08299999999998,46.84553779176845,-30.20000000000016,93.30000000000001,85.02500000000003,89.85000000000002,92.10000000000001,0.81,408.49
