trained_episodes,epsilon,mean,std,min,max,p25,p50,p75,success_rate,mean_steps
11000,0.11077878109876127,92.404,0.866477928166663,90.40000000000002,93.4,92.07500000000002,92.75000000000001,92.92500000000001,1.0,97.61
12000,0.1,78.60000000000011,48.80584391238376,-99.19999999999864,95.0,90.40000000000002,91.40000000000002,93.30000000000001,0.93,206.4
13000,0.1,93.94200000000001,0.5486674767106198,92.60000000000001,94.8,93.7,93.85000000000001,94.4,1.0,141.86
14000,0.1,94.836,0.5054740349414577,94.10000000000001,95.9,94.5,94.65,95.2,1.0,85.51
15000,0.1,84.70000000000003,19.5993214168245,-99.8999999999986,92.60000000000001,83.60000000000004,87.65000000000003,91.70000000000002,0.99,262.55
16000,0.1,92.77200000000002,0.9512181663530146,90.40000000000002,93.9,92.9,93.2,93.4,1.0,106.36
17000,0.1,93.67000000000002,0.3179622619116924,92.30000000000001,94.10000000000001,93.60000000000001,93.7,93.9,1.0,137.14
18000,0.1,93.427,10.140531100489758,-7.39999999999999,95.0,94.30000000000001,94.5,94.7,0.99,89.32
19000,0.1,94.48400000000001,0.5770129981204899,92.80000000000001,95.1,94.4,94.7,94.8,1.0,82.56
20000,0.1,76.76500000000001,34.753216757589506,-0.1,93.9,91.17500000000001,92.50000000000001,93.025,0.83,256.13
