trained_episodes,epsilon,mean,std,min,max,p25,p50,p75,success_rate,mean_steps
11000,0.9,93.587,0.8981820528155712,92.4,95.4,92.9,93.30000000000001,94.60000000000001,1.0,168.85
12000,0.9,94.16799999999999,0.5746094325713755,93.4,95.3,93.60000000000001,94.10000000000001,94.525,1.0,121.14
13000,0.9,90.81800000000001,9.960294975551678,-7.39999999999999,94.7,90.57500000000002,92.05000000000001,92.70000000000002,0.99,136.13
14000,0.9,91.604,9.963060975423163,-7.39999999999999,93.4,92.20000000000002,92.60000000000002,93.025,0.99,113.63
15000,0.9,93.61300000000001,0.5840642087989981,92.60000000000002,94.80000000000001,93.2,93.35000000000001,94.10000000000001,1.0,129.83
16000,0.9,89.45200000000001,2.68233033014206,75.09999999999991,92.80000000000001,88.37500000000003,89.15000000000002,91.92500000000001,1.0,304.99
17000,0.9,94.02900000000001,0.31218424047347343,93.00000000000001,94.60000000000001,93.875,94.10000000000001,94.2,1.0,143.15
18000,0.9,92.71300000000001,0.7594280742769491,90.50000000000001,94.10000000000001,92.57500000000002,92.9,93.22500000000001,1.0,134.84
19000,0.9,93.86200000000001,0.8038382921956361,90.90000000000002,94.8,93.5,94.0,94.5,1.0,121.74
20000,0.9,67.796,42.35633345793755,-0.30000000000000004,95.1,0.0,93.80000000000001,94.5,0.72,347.49
