trained_episodes,epsilon,mean,std,min,max,p25,p50,p75,success_rate,mean_steps
11000,0.9,91.616,0.6673409922970384,90.10000000000002,93.10000000000001,91.275,91.60000000000001,92.10000000000001,1.0,154.91
12000,0.9,92.76800000000003,0.95266783298272,91.00000000000003,94.30000000000001,91.70000000000002,93.10000000000001,93.60000000000001,1.0,136.15
13000,0.9,93.69200000000001,0.3941268831226808,93.00000000000001,94.8,93.4,93.7,93.9,1.0,95.42
14000,0.9,93.64200000000001,0.4521459941213663,92.60000000000002,94.7,93.20000000000002,93.60000000000001,93.9,1.0,122.58
15000,0.9,93.34000000000002,0.3405877273185274,92.60000000000002,94.10000000000001,93.10000000000001,93.35000000000001,93.50000000000001,1.0,93.86
16000,0.9,94.23299999999998,0.26155496554261776,93.60000000000001,94.8,94.0,94.30000000000001,94.4,1.0,166.14
17000,0.9,92.18,0.9424436322666715,90.10000000000002,93.4,91.57500000000002,92.60000000000001,92.90000000000002,1.0,142.06
18000,0.9,91.86900000000001,0.8809875140999411,90.60000000000002,93.4,91.10000000000002,91.50000000000001,92.82500000000002,1.0,102.26
19000,0.9,76.73,38.60504241676208,-14.299999999999965,94.2,93.00000000000001,93.30000000000001,93.9,0.84,302.43
20000,0.9,93.46500000000002,0.40703193977868407,90.90000000000002,94.10000000000001,93.30000000000001,93.4,93.7,1.0,171.67
