trained_episodes,epsilon,mean,std,min,max,p25,p50,p75,success_rate,mean_steps
11000,0.9,92.22200000000002,0.8348149495546869,89.30000000000003,93.9,92.00000000000001,92.4,92.70000000000002,1.0,109.96
12000,0.9,93.03000000000003,0.20371548787463134,92.60000000000002,93.4,92.90000000000002,93.00000000000001,93.20000000000002,1.0,171.93
13000,0.9,65.71900000000001,41.064346323787994,-0.30000000000000004,92.30000000000001,0.0,91.25000000000001,91.70000000000002,0.72,416.34
14000,0.9,92.778,0.9409123232267675,90.10000000000002,94.10000000000001,92.20000000000002,92.85000000000001,93.60000000000001,1.0,171.43
15000,0.9,77.535,35.0935731295632,-0.1,94.10000000000001,93.10000000000001,93.30000000000001,93.60000000000001,0.83,302.46
16000,0.9,93.48000000000002,0.8770404779712251,91.10000000000002,94.7,93.2,93.7,94.0,1.0,163.4
17000,0.9,93.505,0.5252380412727157,91.9,94.30000000000001,93.30000000000001,93.60000000000001,93.82500000000002,1.0,96.53
18000,0.9,94.081,0.39791833332984256,93.10000000000001,94.7,93.80000000000001,94.2,94.4,1.0,108.15
19000,0.9,92.77300000000001,0.3706359399734441,92.20000000000002,93.7,92.50000000000001,92.70000000000002,93.025,1.0,129.21
20000,0.9,92.09100000000001,10.03829761463566,-7.39999999999999,94.9,92.60000000000001,93.00000000000001,93.50000000000001,0.99,140.91
