trained_episodes,epsilon,mean,std,min,max,p25,p50,p75,success_rate,mean_steps
0,1.0,-99.8999999999986,0.0,-99.8999999999986,-99.8999999999986,-99.8999999999986,-99.8999999999986,-99.8999999999986,0.0,999.0
100,0.951217530242334,86.88200000000005,2.431928452894934,83.50000000000004,90.70000000000002,84.85000000000004,85.90000000000003,89.95000000000003,1.0,250.48
200,0.9048147898403269,-75.54799999999992,6.984561260379869,-78.19999999999983,-28.500000000000135,-77.0999999999999,-76.69999999999992,-76.32499999999993,0.0,999.0
300,0.8606756897186528,-59.776000000000586,1.5460349284540982,-62.200000000000614,-53.30000000000049,-60.57500000000059,-60.15000000000059,-59.32500000000057,0.0,999.0
400,0.8186898039137951,85.91000000000004,3.7497866605981818,76.89999999999995,91.90000000000002,83.02500000000003,85.80000000000004,88.70000000000003,1.0,177.1
500,0.7787520933134615,90.77200000000002,0.25222212432695035,90.10000000000002,91.50000000000001,90.60000000000002,90.75000000000003,90.90000000000002,1.0,134.36
600,0.7407626428726788,82.93800000000006,37.415386621014356,-99.8999999999986,94.50000000000001,88.22500000000002,90.15000000000002,93.45000000000002,0.96,172.28
700,0.7046264116491338,92.78400000000002,0.38071511658981855,92.00000000000001,94.00000000000001,92.60000000000002,92.75000000000001,93.00000000000001,1.0,93.26
800,0.6702529950324074,94.50000000000001,0.6324555320336736,93.2,95.5,94.025,94.5,95.0,1.0,127.32
900,0.637556398572254,92.03800000000001,0.5031461020419409,91.20000000000002,93.00000000000001,91.60000000000002,92.10000000000002,92.40000000000002,1.0,166.3
1000,0.606454822840097,90.38600000000002,0.6971398711879837,88.30000000000003,91.80000000000001,89.80000000000003,90.55000000000003,90.80000000000003,1.0,174.86
1100,0.5768704587855094,87.91600000000003,2.5945604637394784,77.89999999999996,91.60000000000002,86.92500000000004,88.20000000000003,89.10000000000002,1.0,237.78
1200,0.548729293075715,92.83,1.2234786471369206,90.50000000000003,94.20000000000002,92.20000000000002,93.35000000000001,93.875,1.0,112.86
1300,0.5219609229311034,92.06,0.5180733538795428,90.80000000000001,93.5,91.72500000000002,92.05000000000001,92.40000000000002,1.0,184.84
1400,0.49649837999353363,94.36800000000001,0.2671628716719438,93.9,94.9,94.2,94.4,94.60000000000001,1.0,164.24
1500,0.4722779627867691,93.11200000000001,0.7958994911419389,91.70000000000002,94.20000000000002,92.40000000000002,93.2,93.80000000000001,1.0,118.06
1600,0.44923907734991153,93.15800000000002,0.518108096829221,92.00000000000001,94.0,93.00000000000001,93.30000000000001,93.4,1.0,109.06
1700,0.4273240856451275,93.884,0.28025702488965454,92.80000000000001,94.30000000000001,93.7,93.9,94.10000000000001,1.0,164.32
1800,0.406478161360422,93.288,0.6665253183488191,91.60000000000002,94.8,93.00000000000001,93.25000000000001,93.65,1.0,168.2
1900,0.3866491527467055,87.67600000000006,26.84966711153026,-99.8999999999986,93.9,90.10000000000002,92.20000000000002,92.57500000000002,0.98,166.3
2000,0.3677874521460121,90.50200000000002,0.9984968703005505,85.30000000000004,91.70000000000002,90.42500000000003,90.70000000000002,91.00000000000003,1.0,245.78
