trained_episodes,epsilon,mean,std,min,max,p25,p50,p75,success_rate,mean_steps
0,0.9,-99.89999999999856,4.263256414560601e-14,-99.8999999999986,-99.8999999999986,-99.8999999999986,-99.8999999999986,-99.8999999999986,0.0,999.0
1000,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
2000,0.9,67.24699999999986,24.809254140340585,-61.500000000000604,83.40000000000003,63.57499999999976,72.49999999999989,78.42499999999997,0.97,471.07
3000,0.9,89.58100000000002,1.336240622043794,84.10000000000005,91.80000000000001,89.60000000000002,90.00000000000003,90.30000000000003,1.0,173.98
4000,0.9,90.35700000000001,2.0220907496944767,83.50000000000003,92.30000000000001,89.30000000000003,91.40000000000002,91.70000000000002,1.0,382.26
5000,0.9,-38.202000000000275,0.28177295824830717,-38.90000000000028,-37.700000000000266,-38.400000000000276,-38.20000000000027,-38.00000000000027,0.0,999.0
6000,0.9,11.0309999999997,73.35780216854945,-72.90000000000013,91.10000000000002,-62.80000000000062,42.74999999999946,88.20000000000003,0.51,675.59
7000,0.9,92.88300000000001,0.49336700335551226,89.40000000000002,93.30000000000001,92.60000000000001,93.10000000000001,93.2,1.0,146.95
8000,0.9,-27.461000000000123,0.49636579253611646,-30.500000000000163,-26.70000000000011,-27.700000000000124,-27.45000000000012,-27.100000000000115,0.0,999.0
9000,0.9,89.77999999999999,18.31149365835571,-38.10000000000027,94.7,91.57500000000002,92.60000000000001,93.32500000000002,0.98,178.67
10000,0.9,87.75100000000003,27.002157302704344,-99.8999999999986,94.2,90.60000000000002,92.25,93.60000000000001,0.98,180.04
