trained_episodes,epsilon,mean,std,min,max,p25,p50,p75,success_rate,mean_steps
0,0.9,-99.89999999999856,4.263256414560601e-14,-99.8999999999986,-99.8999999999986,-99.8999999999986,-99.8999999999986,-99.8999999999986,0.0,999.0
1000,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
2000,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
3000,0.9,48.09800000000001,46.21209361195401,0.0,93.20000000000002,0.0,91.50000000000001,92.70000000000002,0.52,583.51
4000,0.9,75.66799999999995,45.04920394413217,-52.90000000000048,94.50000000000001,91.00000000000003,92.90000000000002,93.50000000000001,0.89,295.51
5000,0.9,86.84900000000005,26.777062927064833,-99.8999999999986,93.70000000000002,88.10000000000004,91.55000000000001,92.70000000000002,0.98,168.01
6000,0.9,88.47300000000004,3.7779321063248514,67.49999999999982,94.60000000000001,88.60000000000002,88.80000000000003,89.10000000000002,1.0,167.5
7000,0.9,93.52700000000003,0.38726089397200897,92.90000000000002,94.4,93.20000000000002,93.4,93.80000000000001,1.0,93.1
8000,0.9,38.99999999999997,57.22647114753805,-29.000000000000142,94.2,-26.775000000000112,88.10000000000002,91.80000000000001,0.54,560.31
9000,0.9,90.181,27.17687875750248,-99.8999999999986,94.9,93.97500000000001,94.30000000000001,94.525,0.98,103.97
10000,0.9,94.69500000000002,0.32935543110748616,93.5,95.3,94.60000000000001,94.7,94.9,1.0,90.65
