trained_episodes,epsilon,mean,std,min,max,p25,p50,p75,success_rate,mean_steps
0,0.9,-99.89999999999856,4.263256414560601e-14,-99.8999999999986,-99.8999999999986,-99.8999999999986,-99.8999999999986,-99.8999999999986,0.0,999.0
1000,0.9,90.50200000000001,19.15940489681229,-99.8999999999986,93.10000000000001,92.20000000000002,92.90000000000002,93.00000000000001,0.99,84.98
2000,0.9,90.808,19.217984701835793,-99.8999999999986,93.50000000000001,92.70000000000002,93.4,93.4,0.99,81.92
3000,0.9,92.34100000000002,0.9399037184733308,90.30000000000003,93.30000000000001,92.20000000000002,92.70000000000002,92.90000000000002,1.0,76.59
4000,0.9,85.37000000000003,5.360606308991566,72.49999999999989,93.50000000000001,83.47500000000004,84.90000000000005,91.20000000000002,1.0,146.3
5000,0.9,90.66900000000001,1.4349003449717288,88.70000000000003,93.30000000000001,89.70000000000003,90.00000000000003,91.90000000000002,1.0,93.31
6000,0.9,91.94699999999999,1.811985375216914,87.90000000000003,93.10000000000001,92.80000000000001,92.90000000000002,92.90000000000002,1.0,80.53
7000,0.9,92.39700000000005,1.5467679205362328,88.90000000000003,93.30000000000001,93.10000000000001,93.10000000000001,93.20000000000002,1.0,76.03
8000,0.9,92.12400000000004,1.0433714583023606,85.90000000000003,92.90000000000002,92.10000000000002,92.20000000000002,92.60000000000002,1.0,78.76
9000,0.9,92.20900000000003,0.600349065127946,91.20000000000002,93.20000000000002,92.00000000000001,92.20000000000002,92.60000000000002,1.0,77.91
10000,0.9,92.928,0.5138248728895839,91.60000000000002,93.50000000000001,92.775,93.10000000000001,93.30000000000001,1.0,70.72
