trained_episodes,epsilon,mean,std,min,max,p25,p50,p75,success_rate,mean_steps
0,0.9,-99.89999999999856,4.263256414560601e-14,-99.8999999999986,-99.8999999999986,-99.8999999999986,-99.8999999999986,-99.8999999999986,0.0,999.0
1000,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
2000,0.9,48.082000000000015,46.19686435246445,0.0,93.10000000000001,0.0,91.45000000000002,92.60000000000002,0.52,587.72
3000,0.9,34.149,44.77661553757721,-0.8999999999999999,94.20000000000002,0.0,0.0,91.62500000000003,0.37,691.72
4000,0.9,80.89600000000002,32.30613539252258,-12.99999999999997,93.20000000000002,91.50000000000001,92.65000000000002,92.80000000000001,0.89,274.26
5000,0.9,86.88600000000002,2.446304151163544,76.19999999999993,92.20000000000002,85.70000000000003,86.20000000000005,87.00000000000003,1.0,200.2
6000,0.9,-2.5379999999999674,34.505025083312134,-18.499999999999993,92.9,-16.499999999999964,-15.59999999999996,-13.074999999999969,0.12,900.93
7000,0.9,93.44599999999998,0.7634684014417331,92.10000000000001,94.7,92.775,93.7,94.2,1.0,91.96
8000,0.9,89.62400000000004,27.098207025557784,-99.8999999999986,94.5,92.9,94.10000000000001,94.30000000000001,0.98,122.75
9000,0.9,94.42500000000001,0.4343673560478476,93.60000000000001,95.2,94.00000000000001,94.4,94.80000000000001,1.0,81.3
10000,0.9,88.08200000000005,26.880935177184394,-99.8999999999986,93.9,91.80000000000001,92.10000000000001,92.30000000000001,0.98,190.43
